id_venda,id_cliente,id_produto,quantidade,data_pedido
5144,308,6,1,2026-03-23
5145,286,40,7,2026-03-15
5146,508,2,7,2026-07-03
5147,394,29,1,2026-03-19
5148,230,14,7,2026-06-08
5149,189,43,7,2026-03-15
5150,546,4,5,2026-05-08
5151,33,35,6,2026-05-28
5152,960,2,10,2026-05-07
5153,773,22,5,2025-11-10
5154,830,49,10,2025-12-07
5155,222,49,1,2026-03-02
5156,350,47,10,2026-02-02
5157,445,28,1,2026-08-02
5158,827,7,9,2026-03-03
5159,398,47,5,2026-01-28
5160,880,35,8,2026-02-09
5161,435,37,10,2026-03-23
5162,788,34,5,2025-12-26
5163,167,25,8,2026-05-24
5164,764,16,3,2025-08-16
5165,930,1,5,2025-09-25
5166,819,44,5,2025-11-13
5167,88,16,9,2025-10-14
5168,303,22,10,2026-02-19
5169,405,3,10,2026-06-25
5170,281,24,5,2025-11-12
5171,676,17,10,2026-03-22
5172,13,8,5,2025-11-10
5173,583,43,6,2025-12-09
5174,857,17,3,2026-03-20
5175,455,30,1,2026-05-12
5176,451,1,8,2026-08-04
5177,38,23,8,2026-03-19
5178,654,36,4,2025-10-07
5179,419,4,10,2025-09-27
5180,962,6,5,2025-08-15
5181,919,40,9,2025-08-13
5182,322,5,8,2025-09-05
5183,185,17,5,2025-11-28
5184,266,32,3,2026-04-07
5185,233,41,3,2026-04-09
5186,151,40,1,2026-01-29
5187,239,8,1,2026-01-04
5188,189,44,9,2026-06-15
5189,882,29,10,2026-05-04
5190,325,3,9,2026-07-23
5191,735,15,1,2026-07-28
5192,975,46,5,2025-12-01
5193,999,17,1,2026-04-07
5194,695,23,9,2025-11-03
5195,736,3,10,2025-08-24
5196,241,23,2,2025-11-24
5197,80,33,8,2026-07-20
5198,116,33,2,2025-09-06
5199,243,14,6,2025-11-29
5200,585,24,7,2025-08-18
5201,74,42,7,2026-02-17
5202,897,19,3,2026-03-10
5203,26,21,10,2025-12-07
5204,808,24,6,2026-07-07
5205,999,27,6,2026-06-16
5206,482,19,10,2026-01-31
5207,32,11,6,2025-08-24
5208,46,19,3,2026-03-24
5209,934,38,1,2026-01-18
5210,109,39,4,2025-12-09
5211,828,21,9,2026-04-14
5212,733,50,9,2025-11-28
5213,803,38,6,2026-05-10
5214,963,14,7,2026-04-13
5215,851,38,1,2026-04-24
5216,673,47,3,2025-11-28
5217,391,49,2,2025-08-16
5218,979,5,4,2026-03-27
5219,579,33,10,2026-04-28
5220,646,36,7,2025-10-06
5221,552,47,2,2026-02-17
5222,868,34,1,2025-11-05
5223,622,31,9,2026-06-12
5224,533,29,6,2025-08-23
5225,276,13,10,2026-07-19
5226,301,16,6,2026-08-10
5227,249,50,6,2026-01-15
5228,237,30,6,2026-07-22
5229,767,8,4,2025-09-18
5230,456,47,7,2026-07-23
5231,371,6,6,2026-03-04
5232,574,33,2,2026-03-27
5233,937,24,8,2025-09-26
5234,620,15,8,2026-07-21
5235,806,27,4,2026-07-22
5236,584,9,9,2026-06-10
5237,251,50,7,2026-02-27
5238,691,38,3,2026-08-03
5239,621,17,5,2026-06-06
5240,350,21,2,2026-04-06
5241,84,27,7,2026-06-21
5242,518,10,10,2026-01-06
5243,507,41,4,2025-09-29
5244,922,12,8,2025-08-13
5245,16,11,2,2026-02-01
5246,429,17,9,2025-12-23
5247,729,31,2,2026-03-29
5248,130,3,7,2025-08-13
5249,25,45,3,2026-03-25
5250,75,9,9,2026-01-08
5251,888,34,7,2026-07-20
5252,926,28,6,2026-01-16
5253,131,26,9,2025-12-11
5254,248,46,5,2026-02-03
5255,122,22,6,2026-05-16
5256,606,39,10,2026-04-07
5257,111,47,1,2026-05-07
5258,76,48,6,2026-07-30
5259,973,29,7,2025-11-26
5260,646,29,7,2026-06-17
5261,297,49,8,2025-12-03
5262,717,9,3,2026-05-30
5263,742,50,10,2025-12-02
5264,939,33,2,2025-11-14
5265,156,1,10,2026-04-29
5266,608,24,8,2025-12-06
5267,389,21,8,2026-07-30
5268,181,33,10,2026-04-09
5269,287,50,2,2026-02-04
5270,238,20,8,2026-03-26
5271,350,4,10,2026-06-19
5272,531,34,10,2025-09-16
5273,521,28,5,2025-08-30
5274,331,25,6,2026-02-07
5275,776,12,3,2025-10-22
5276,43,48,4,2025-10-13
5277,441,34,5,2026-02-09
5278,589,40,6,2026-08-02
5279,102,23,5,2025-09-03
5280,170,8,5,2026-01-12
5281,281,32,8,2026-05-16
5282,230,11,5,2026-05-17
5283,962,17,10,2025-10-16
5284,772,7,4,2025-08-28
5285,683,18,3,2026-04-23
5286,99,14,9,2026-06-12
5287,859,33,3,2026-05-11
5288,29,39,1,2026-03-13
5289,983,35,9,2026-05-03
5290,819,13,1,2026-03-16
5291,501,2,6,2026-02-16
5292,209,19,10,2025-10-21
5293,437,47,8,2026-01-27
5294,534,9,8,2025-10-20
5295,303,8,2,2026-05-06
5296,456,28,8,2026-06-04
5297,270,6,3,2026-06-19
5298,286,47,2,2025-12-03
5299,992,23,2,2026-06-17
5300,763,15,2,2025-11-24
5301,335,11,9,2026-03-22
5302,344,18,8,2026-05-24
5303,646,48,9,2026-02-08
5304,689,50,2,2025-08-21
5305,724,45,6,2026-05-13
5306,914,3,7,2026-02-23
5307,103,46,9,2026-06-24
5308,326,13,9,2026-05-22
5309,677,41,1,2025-12-05
5310,972,41,1,2025-09-05
5311,252,9,10,2026-08-01
5312,386,15,4,2025-08-13
5313,272,31,3,2026-06-14
5314,497,12,8,2026-01-10
5315,290,9,4,2025-09-08
5316,651,6,9,2026-05-16
5317,878,47,4,2025-09-07
5318,4,28,2,2026-01-31
5319,503,36,10,2025-08-24
5320,214,46,3,2026-07-14
5321,40,27,5,2026-03-03
5322,629,25,10,2026-05-24
5323,241,41,6,2025-12-20
5324,496,34,3,2026-02-04
5325,899,20,4,2025-11-07
5326,897,19,8,2026-04-09
5327,502,41,7,2026-06-24
5328,613,23,9,2026-03-17
5329,493,19,2,2025-09-09
5330,225,8,5,2025-12-18
5331,430,29,6,2025-10-21
5332,254,43,7,2025-11-13
5333,119,12,8,2026-03-21
5334,980,21,2,2025-09-07
5335,356,45,7,2026-05-29
5336,722,9,8,2026-02-14
5337,861,32,10,2025-12-16
5338,422,44,4,2026-02-27
5339,30,19,5,2025-09-09
5340,520,14,7,2026-05-08
5341,63,36,6,2025-09-15
5342,268,44,6,2026-07-05
5343,422,26,8,2026-01-24
5344,436,26,5,2025-11-19
5345,935,4,5,2026-06-01
5346,498,47,4,2026-01-02
5347,348,41,1,2025-12-23
5348,316,29,7,2026-03-20
5349,227,37,3,2025-09-23
5350,549,14,2,2026-01-04
5351,971,40,10,2026-04-05
5352,338,9,10,2026-06-08
5353,553,2,1,2025-08-12
5354,822,25,2,2025-11-24
5355,800,46,6,2026-03-15
5356,935,23,9,2026-07-04
5357,65,42,1,2026-06-01
5358,532,14,6,2026-05-01
5359,549,13,3,2025-12-06
5360,859,35,7,2025-12-04
5361,881,46,4,2026-02-25
5362,298,11,6,2026-08-07
5363,340,27,4,2026-08-10
5364,567,47,4,2025-11-11
5365,963,1,1,2026-07-15
5366,866,2,9,2026-04-29
5367,105,33,7,2025-10-05
5368,811,32,1,2025-09-10
5369,161,19,5,2026-02-25
5370,25,15,4,2026-04-18
5371,35,18,2,2026-03-15
5372,833,25,7,2026-01-03
5373,135,48,5,2025-10-09
5374,883,6,2,2026-07-21
5375,76,33,7,2026-05-06
5376,21,1,9,2025-11-07
5377,620,10,2,2025-12-26
5378,754,38,7,2026-06-08
5379,199,39,5,2026-03-03
5380,804,21,7,2026-04-19
5381,525,48,1,2025-11-22
5382,310,18,8,2026-08-02
5383,208,7,5,2026-05-11
5384,993,42,10,2026-04-10
5385,483,25,5,2026-02-23
5386,440,6,4,2025-08-16
5387,991,27,9,2026-01-02
5388,286,31,5,2025-10-08
5389,930,45,9,2026-04-24
5390,519,16,7,2025-09-14
5391,18,32,7,2026-07-07
5392,975,24,9,2025-11-23
5393,732,7,8,2026-01-19
5394,230,37,1,2026-03-19
5395,407,50,4,2026-06-25
5396,458,24,8,2026-05-03
5397,577,7,5,2025-12-15
5398,341,10,2,2026-01-11
5399,98,36,3,2025-10-24
5400,213,32,10,2026-07-19
5401,256,6,3,2026-03-21
5402,413,40,8,2026-01-30
5403,536,47,10,2025-11-16
5404,779,15,1,2025-08-19
5405,786,32,5,2026-07-10
5406,422,20,6,2026-07-07
5407,855,10,1,2026-05-17
5408,330,45,10,2026-06-15
5409,614,27,1,2026-02-06
5410,275,45,4,2026-02-13
5411,774,36,8,2026-07-31
5412,559,32,6,2026-03-04
5413,983,42,4,2026-08-10
5414,330,30,8,2025-08-27
5415,527,36,2,2025-10-12
5416,944,7,7,2026-08-05
5417,717,5,7,2026-04-30
5418,131,49,1,2026-03-19
5419,166,34,2,2026-03-25
5420,171,13,8,2026-02-25
5421,891,8,1,2026-05-03
5422,907,28,8,2026-04-22
5423,175,41,9,2026-07-02
5424,499,9,9,2025-11-23
5425,429,26,1,2025-11-01
5426,304,8,7,2025-09-14
5427,302,47,5,2026-04-18
5428,536,21,10,2026-07-11
5429,911,24,10,2026-06-04
5430,666,11,3,2025-12-28
5431,298,34,4,2025-09-16
5432,823,40,6,2026-02-24
5433,532,39,5,2026-03-02
5434,484,30,4,2026-03-05
5435,959,22,3,2025-12-15
5436,169,34,8,2026-05-31
5437,11,21,7,2025-11-08
5438,184,10,8,2026-04-09
5439,69,1,5,2025-09-21
5440,719,13,4,2026-04-09
5441,711,7,9,2025-08-23
5442,470,22,2,2026-08-10
5443,63,40,8,2026-05-31
5444,609,11,2,2026-04-15
5445,359,41,9,2025-10-09
5446,905,15,6,2025-08-18
5447,644,1,4,2025-11-02
5448,282,19,7,2026-07-09
5449,599,47,5,2026-04-17
5450,377,40,7,2026-02-02
5451,957,17,9,2026-07-26
5452,555,42,4,2025-12-22
5453,80,38,3,2025-11-21
5454,106,47,4,2026-02-03
5455,287,12,5,2026-04-24
5456,578,7,3,2026-05-28
5457,817,34,10,2026-06-24
5458,661,50,7,2026-04-17
5459,339,37,10,2026-04-17
5460,620,18,10,2025-10-01
5461,685,31,4,2026-04-03
5462,173,1,4,2025-10-22
5463,222,6,10,2026-01-21
5464,151,10,3,2025-09-04
5465,487,1,6,2026-01-01
5466,80,4,3,2025-09-07
5467,524,29,7,2026-03-26
5468,681,31,6,2025-12-14
5469,310,33,2,2025-11-09
5470,247,36,7,2025-11-19
5471,387,50,7,2026-06-28
5472,724,31,6,2026-02-05
5473,320,34,6,2025-12-31
5474,544,6,10,2026-01-08
5475,863,14,3,2026-06-27
5476,969,41,5,2025-10-16
5477,729,10,7,2025-12-09
5478,574,29,8,2026-05-16
5479,712,17,2,2025-12-27
5480,572,28,6,2025-08-13
5481,183,2,6,2025-11-04
5482,876,30,6,2025-08-16
5483,746,28,4,2026-05-13
5484,632,36,4,2025-09-07
5485,392,24,3,2026-02-23
5486,956,48,1,2025-08-18
5487,201,29,6,2025-12-26
5488,539,13,1,2026-06-05
5489,601,20,6,2026-07-10
5490,97,24,5,2025-08-14
5491,515,1,10,2026-07-09
5492,280,3,5,2026-02-17
5493,658,31,7,2025-08-29
5494,45,45,5,2026-07-17
5495,281,41,1,2025-08-30
5496,995,37,1,2025-11-06
5497,884,46,8,2026-01-04
5498,623,41,8,2025-11-07
5499,503,12,8,2026-06-11
5500,768,42,9,2025-12-25
5501,827,7,1,2025-09-28
5502,379,2,10,2026-02-22
5503,916,46,3,2026-04-03
5504,723,48,3,2026-04-05
5505,892,9,2,2026-01-15
5506,430,8,1,2026-06-14
5507,455,41,1,2026-03-28
5508,322,7,9,2026-03-15
5509,285,13,10,2025-08-16
5510,756,2,6,2025-10-30
5511,858,44,6,2025-08-28
5512,920,46,3,2025-09-24
5513,928,38,6,2025-10-11
5514,529,1,7,2026-06-02
5515,427,43,1,2025-11-06
5516,67,13,9,2025-08-22
5517,152,47,5,2025-12-23
5518,86,12,8,2025-08-20
5519,46,18,10,2025-11-15
5520,204,45,9,2025-10-08
5521,420,12,1,2025-10-24
5522,319,18,9,2026-07-23
5523,360,8,6,2026-05-16
5524,478,37,2,2026-03-08
5525,580,30,2,2026-04-23
5526,120,6,3,2025-12-24
5527,748,6,3,2026-06-21
5528,326,38,1,2026-03-10
5529,786,11,1,2026-06-09
5530,223,41,6,2026-08-01
5531,472,6,4,2025-08-27
5532,316,44,4,2026-03-28
5533,766,49,3,2026-02-23
5534,318,4,7,2025-08-27
5535,723,19,3,2026-06-23
5536,286,9,10,2026-01-28
5537,324,27,4,2026-07-13
5538,856,13,5,2026-07-24
5539,905,13,3,2026-07-20
5540,303,17,8,2026-04-11
5541,271,6,8,2025-11-14
5542,364,38,6,2025-11-20
5543,358,50,9,2026-03-30
5544,461,41,3,2026-07-26
5545,38,38,7,2025-08-28
5546,160,35,10,2025-11-24
5547,216,45,7,2026-03-03
5548,356,42,5,2026-03-21
5549,213,22,9,2026-04-22
5550,565,48,5,2026-07-16
5551,93,33,4,2025-11-02
5552,265,14,8,2025-09-14
5553,268,3,2,2026-03-04
5554,530,43,3,2026-03-30
5555,487,9,8,2025-09-25
5556,601,21,6,2026-02-28
5557,578,25,10,2026-01-01
5558,923,3,6,2026-03-30
5559,719,7,6,2026-02-21
5560,891,1,3,2025-11-23
5561,432,31,6,2026-06-15
5562,345,42,2,2025-11-23
5563,192,23,5,2025-12-10
5564,167,30,9,2026-08-05
5565,191,49,1,2025-10-08
5566,450,40,8,2025-10-12
5567,608,37,7,2026-05-29
5568,749,26,8,2025-12-25
5569,855,16,5,2025-09-26
5570,741,24,10,2026-03-25
5571,346,31,7,2025-08-31
5572,308,3,4,2026-04-24
5573,782,33,2,2025-12-29
5574,432,28,5,2025-11-05
5575,977,37,7,2026-06-05
5576,608,2,3,2025-09-18
5577,525,11,5,2026-01-12
5578,908,39,9,2025-10-02
5579,204,37,3,2026-02-26
5580,134,43,6,2025-08-23
5581,808,4,2,2025-08-15
5582,317,50,3,2026-01-23
5583,821,23,8,2026-04-03
5584,406,11,8,2026-05-16
5585,1,43,3,2026-07-08
5586,206,12,5,2026-01-07
5587,315,6,3,2025-09-28
5588,242,14,7,2025-12-19
5589,93,47,4,2026-08-10
5590,158,44,9,2025-12-23
5591,866,50,6,2025-12-23
5592,6,31,3,2025-09-06
5593,353,7,8,2026-07-27
5594,564,44,7,2026-04-18
5595,716,14,8,2025-09-05
5596,685,25,8,2025-11-04
5597,724,16,2,2026-05-04
5598,397,9,6,2026-07-26
5599,782,9,7,2026-01-13
5600,792,21,5,2026-06-04
5601,840,44,7,2025-12-05
5602,612,26,9,2025-08-31
5603,74,23,8,2026-02-20
5604,686,48,10,2026-03-09
5605,28,15,10,2025-12-26
5606,183,50,4,2025-10-16
5607,378,24,6,2025-11-30
5608,514,1,10,2025-10-27
5609,614,49,7,2026-03-16
5610,937,5,4,2025-12-02
5611,142,32,4,2026-03-07
5612,46,14,5,2025-09-01
5613,446,6,6,2025-12-27
5614,394,42,3,2025-11-16
5615,436,10,5,2026-05-11
5616,319,25,8,2025-10-29
5617,36,17,7,2026-04-17
5618,184,11,7,2025-12-07
5619,699,34,2,2026-07-21
5620,477,6,6,2026-07-13
5621,703,47,2,2026-03-13
5622,672,26,1,2025-12-06
5623,165,21,3,2026-01-27
5624,589,33,7,2026-03-09
5625,703,30,1,2026-05-08
5626,498,42,7,2026-05-16
5627,433,50,1,2026-07-19
5628,311,28,5,2026-04-02
5629,760,41,2,2026-02-22
5630,619,29,9,2026-01-18
5631,382,50,8,2026-05-11
5632,730,22,9,2025-11-29
5633,996,24,2,2026-05-01
5634,805,12,7,2026-03-12
5635,545,49,7,2026-01-16
5636,892,44,2,2026-01-01
5637,154,1,6,2025-09-26
5638,971,46,10,2025-11-06
5639,265,13,9,2026-06-30
5640,833,40,8,2026-04-30
5641,446,4,8,2026-02-09
5642,289,3,2,2026-03-29
5643,889,32,8,2026-03-04
5644,376,4,10,2026-01-03
5645,703,24,5,2026-07-27
5646,436,22,5,2025-12-26
5647,786,2,9,2026-01-30
5648,274,12,5,2026-05-21
5649,366,27,1,2026-08-02
5650,458,21,5,2026-08-10
5651,652,3,10,2026-04-23
5652,115,23,1,2026-06-18
5653,545,48,7,2026-06-01
5654,255,12,2,2025-09-13
5655,548,7,3,2025-11-17
5656,745,10,8,2026-06-21
5657,442,18,6,2026-06-02
5658,996,30,10,2025-09-17
5659,250,47,9,2025-10-18
5660,583,30,1,2025-08-21
5661,79,21,6,2025-12-21
5662,40,10,10,2026-02-06
5663,742,41,2,2025-10-30
5664,392,33,2,2026-06-19
5665,346,41,5,2025-10-03
5666,433,26,1,2026-04-27
5667,189,48,5,2026-04-24
5668,739,42,2,2025-10-28
5669,857,28,2,2026-04-18
5670,813,13,10,2025-10-27
5671,268,20,10,2026-08-12
5672,527,35,4,2026-01-07
5673,711,4,6,2025-11-14
5674,588,31,4,2025-10-19
5675,779,28,5,2026-03-05
5676,765,45,3,2025-09-29
5677,284,33,1,2025-11-07
5678,620,26,3,2025-10-10
5679,695,19,5,2026-01-03
5680,6,27,4,2026-06-02
5681,20,27,3,2026-07-30
5682,282,18,8,2025-12-27
5683,614,41,6,2026-06-22
5684,100,15,4,2026-04-07
5685,19,46,6,2025-11-14
5686,227,5,10,2026-01-19
5687,295,47,10,2026-07-14
5688,847,30,10,2026-03-27
5689,431,41,10,2026-04-28
5690,337,35,7,2025-11-01
5691,488,36,1,2026-02-23
5692,352,22,6,2025-12-13
5693,355,29,3,2025-10-02
5694,474,48,8,2025-10-01
5695,216,35,3,2026-04-20
5696,690,25,5,2025-08-19
5697,413,3,10,2025-09-15
5698,991,6,8,2026-04-21
5699,575,23,2,2025-08-12
5700,213,48,9,2026-01-13
5701,379,20,5,2025-10-20
5702,769,21,8,2026-05-17
5703,691,30,1,2025-10-15
5704,160,40,10,2025-11-22
5705,171,40,6,2025-10-01
5706,579,28,7,2026-07-29
5707,784,2,5,2026-02-09
5708,570,48,8,2025-09-06
5709,241,25,9,2026-03-16
5710,135,25,10,2025-10-05
5711,972,8,2,2026-03-22
5712,406,14,4,2026-05-31
5713,114,37,5,2026-02-04
5714,183,11,7,2026-06-08
5715,564,27,6,2026-06-23
5716,770,14,7,2025-12-10
5717,923,39,5,2025-11-18
5718,328,50,6,2025-12-15
5719,646,7,6,2026-07-06
5720,515,35,9,2025-09-02
5721,402,15,7,2026-07-16
5722,507,49,8,2025-12-08
5723,294,29,3,2026-03-08
5724,947,12,7,2026-03-23
5725,296,1,9,2025-09-06
5726,850,22,8,2026-03-01
5727,672,12,2,2025-10-31
5728,393,38,7,2025-08-22
5729,998,27,7,2026-05-01
5730,194,41,1,2026-01-02
5731,634,15,3,2025-11-24
5732,625,40,9,2025-11-09
5733,83,39,10,2026-04-15
5734,750,27,1,2025-10-18
5735,333,40,4,2026-05-16
5736,171,37,8,2026-08-10
5737,701,6,6,2026-05-04
5738,24,48,10,2025-10-06
5739,905,42,7,2025-09-27
5740,566,33,4,2026-01-23
5741,871,11,8,2026-01-29
5742,378,47,4,2025-10-25
5743,180,31,4,2025-09-08
5744,331,9,5,2026-07-02
5745,67,2,4,2026-02-13
5746,592,30,8,2026-07-29
5747,251,44,10,2026-07-27
5748,455,16,3,2026-01-06
5749,997,30,9,2025-11-29
5750,657,8,10,2026-02-03
5751,858,22,3,2026-07-16
5752,251,30,2,2026-01-21
5753,8,48,1,2025-10-26
5754,699,44,7,2025-12-22
5755,888,34,8,2025-11-07
5756,883,25,2,2026-05-30
5757,802,27,5,2025-12-12
5758,905,46,9,2025-12-04
5759,124,46,10,2026-03-28
5760,663,35,1,2026-05-30
5761,450,31,1,2025-09-30
5762,300,26,1,2025-11-25
5763,373,26,9,2026-05-05
5764,645,42,8,2025-08-25
5765,439,8,2,2026-02-01
5766,150,17,10,2026-04-28
5767,772,8,3,2026-05-05
5768,376,27,6,2025-09-29
5769,146,16,8,2026-02-09
5770,216,17,2,2025-08-18
5771,338,42,2,2026-04-06
5772,470,46,8,2026-01-17
5773,771,16,5,2026-05-25
5774,351,19,8,2025-12-24
5775,339,29,5,2025-10-12
5776,582,18,10,2026-01-24
5777,37,49,3,2025-10-01
5778,152,34,5,2026-03-08
5779,27,15,6,2025-08-12
5780,578,24,5,2026-07-16
5781,315,46,3,2026-06-11
5782,582,41,5,2025-08-17
5783,487,46,8,2025-08-26
5784,690,19,3,2026-04-27
5785,762,45,3,2025-10-20
5786,151,39,5,2026-02-14
5787,880,25,5,2026-08-06
5788,653,15,1,2026-04-01
5789,872,14,10,2026-05-29
5790,311,10,10,2026-07-23
5791,13,17,6,2026-07-01
5792,739,33,9,2026-05-30
5793,416,31,10,2026-07-24
5794,922,11,6,2026-05-05
5795,660,10,10,2025-11-23
5796,874,33,6,2026-01-22
5797,536,24,7,2025-12-05
5798,887,32,3,2026-02-05
5799,892,34,8,2026-03-14
5800,180,31,7,2025-09-19
5801,15,43,2,2026-07-16
5802,351,15,5,2026-08-06
5803,212,15,3,2026-04-24
5804,285,39,2,2026-03-08
5805,666,13,6,2026-02-05
5806,511,30,10,2026-03-10
5807,935,41,1,2026-02-26
5808,861,48,9,2025-11-21
5809,920,15,4,2026-08-11
5810,373,43,1,2026-05-27
5811,409,41,2,2025-11-14
5812,975,22,9,2026-07-12
5813,69,18,9,2026-02-13
5814,985,35,9,2025-08-24
5815,894,6,1,2026-05-09
5816,458,37,9,2026-07-03
5817,254,16,5,2026-06-05
5818,817,48,3,2025-08-17
5819,707,42,4,2025-11-23
5820,234,45,8,2026-04-26
5821,182,3,10,2026-04-11
5822,273,36,5,2025-10-03
5823,94,48,4,2026-01-11
5824,751,5,3,2026-06-27
5825,536,20,1,2025-11-28
5826,213,15,4,2025-09-27
5827,600,49,10,2026-05-11
5828,489,30,2,2026-08-03
5829,550,4,6,2025-11-14
5830,809,41,2,2025-12-29
5831,202,31,2,2025-09-28
5832,453,6,8,2025-10-08
5833,203,7,9,2026-02-28
5834,604,14,10,2026-04-26
5835,499,20,10,2026-06-30
5836,10,38,7,2026-06-02
5837,882,8,8,2025-09-08
5838,797,42,4,2026-06-25
5839,604,41,10,2025-09-19
5840,774,30,1,2026-03-25
5841,258,49,7,2026-03-05
5842,616,18,8,2025-12-14
5843,647,12,6,2025-11-12
5844,520,31,9,2025-08-13
5845,291,42,5,2025-09-07
5846,271,35,4,2026-04-19
5847,350,18,9,2026-01-18
5848,516,20,8,2026-04-24
5849,115,49,3,2026-07-14
5850,500,1,6,2025-10-10
5851,915,33,8,2026-07-10
5852,508,11,3,2026-06-06
5853,68,49,7,2026-08-02
5854,690,20,2,2026-04-26
5855,948,29,6,2025-12-01
5856,654,44,9,2026-02-10
5857,843,12,4,2025-10-14
5858,798,7,4,2026-07-03
5859,219,20,9,2026-04-02
5860,313,21,9,2025-12-14
5861,484,7,5,2026-04-30
5862,950,40,4,2026-05-12
5863,585,44,3,2026-04-23
5864,332,11,4,2025-09-04
5865,785,26,3,2026-02-15
5866,873,11,10,2026-02-11
5867,679,11,6,2025-10-02
5868,980,34,8,2026-07-31
5869,670,39,7,2025-10-26
5870,799,47,5,2026-02-20
5871,235,17,8,2026-02-27
5872,957,20,6,2026-02-04
5873,149,20,6,2025-12-10
5874,745,23,6,2026-02-28
5875,461,20,7,2026-06-18
5876,577,26,7,2025-09-05
5877,6,49,7,2026-02-19
5878,57,27,6,2025-12-30
5879,662,9,8,2025-09-09
5880,786,18,1,2026-05-06
5881,839,46,4,2026-04-24
5882,214,43,5,2025-11-13
5883,302,24,1,2026-04-04
5884,330,28,7,2026-01-05
5885,334,36,9,2026-01-30
5886,757,13,4,2026-08-05
5887,633,33,8,2026-03-19
5888,877,18,2,2026-08-02
5889,77,16,3,2026-08-01
5890,334,47,8,2026-01-02
5891,965,47,10,2026-05-14
5892,482,3,7,2025-12-08
5893,705,46,8,2026-01-15
5894,256,18,10,2026-01-21
5895,601,25,1,2025-11-18
5896,104,4,6,2026-05-22
5897,283,35,6,2025-12-31
5898,449,19,2,2026-07-01
5899,484,9,2,2026-02-26
5900,333,50,7,2026-08-02
5901,845,10,3,2026-06-21
5902,604,20,10,2026-06-22
5903,205,36,2,2026-01-21
5904,449,16,6,2025-10-24
5905,587,35,5,2026-06-02
5906,571,34,5,2025-08-30
5907,707,2,3,2026-02-26
5908,791,50,2,2026-03-10
5909,892,45,6,2025-10-02
5910,981,24,8,2025-09-11
5911,766,14,3,2026-01-05
5912,329,30,4,2025-08-14
5913,472,24,6,2026-01-12
5914,204,44,5,2025-12-20
5915,262,39,1,2025-12-06
5916,144,8,7,2026-01-23
5917,438,26,8,2026-02-13
5918,818,4,9,2026-07-26
5919,62,33,6,2025-12-10
5920,17,37,7,2026-04-12
5921,33,33,6,2026-02-19
5922,810,35,8,2026-01-04
5923,290,37,6,2025-12-09
5924,650,5,2,2026-05-16
5925,579,6,9,2026-07-03
5926,800,8,9,2025-12-18
5927,163,33,2,2026-08-09
5928,588,30,10,2025-10-14
5929,666,13,2,2026-01-31
5930,786,44,7,2025-11-20
5931,838,18,8,2025-08-14
5932,463,48,3,2025-12-31
5933,667,22,2,2026-01-22
5934,187,42,10,2026-02-18
5935,348,30,9,2026-06-04
5936,800,45,7,2026-06-03
5937,911,2,7,2026-06-21
5938,589,19,1,2025-11-26
5939,639,25,1,2025-09-02
5940,9,15,6,2025-09-07
5941,438,10,5,2025-12-30
5942,877,15,10,2025-11-13
5943,691,50,6,2025-09-19
5944,546,30,4,2025-10-15
5945,789,37,6,2025-11-13
5946,915,46,10,2025-11-30
5947,157,13,3,2025-09-06
5948,212,20,3,2026-02-15
5949,104,2,9,2026-03-23
5950,617,3,3,2026-07-19
5951,554,23,2,2025-08-13
5952,336,21,4,2026-06-01
5953,674,14,4,2026-06-12
5954,311,11,7,2025-10-24
5955,278,15,4,2026-01-07
5956,791,23,1,2026-02-23
5957,141,29,2,2026-01-14
5958,855,25,1,2026-02-15
5959,455,48,4,2025-11-05
5960,390,4,8,2025-12-06
5961,450,26,4,2026-01-31
5962,211,50,7,2025-08-27
5963,605,8,2,2025-09-04
5964,993,12,9,2025-08-19
5965,936,38,9,2025-11-09
5966,125,11,4,2025-10-21
5967,124,32,10,2026-06-30
5968,367,48,6,2025-11-29
5969,426,13,4,2026-07-20
5970,93,33,6,2025-10-07
5971,490,17,9,2025-10-28
5972,115,30,1,2026-04-04
5973,8,25,7,2025-09-03
5974,410,7,6,2025-08-28
5975,370,20,2,2026-04-22
5976,445,42,5,2026-05-06
5977,235,45,2,2026-02-25
5978,667,42,7,2026-05-08
5979,897,31,1,2025-11-01
5980,975,18,6,2026-08-06
5981,47,10,4,2026-05-23
5982,182,37,1,2025-11-21
5983,132,34,3,2025-09-06
5984,144,45,8,2025-11-18
5985,781,3,1,2026-03-11
5986,611,14,5,2026-03-13
5987,381,40,7,2026-01-17
5988,844,11,7,2025-09-05
5989,177,12,9,2026-03-22
5990,989,10,3,2026-03-18
5991,374,8,3,2026-06-25
5992,31,32,4,2026-07-14
5993,314,26,6,2026-07-05
5994,931,17,10,2026-06-29
5995,329,2,1,2025-09-30
5996,340,2,8,2025-11-19
5997,36,48,3,2026-08-09
5998,936,27,1,2026-03-03
5999,553,25,10,2025-09-21
6000,740,34,3,2025-12-22
6001,162,7,1,2026-03-23
6002,358,15,2,2026-02-20
6003,430,5,2,2025-11-29
6004,992,31,8,2026-07-12
6005,426,35,8,2026-01-28
6006,138,39,1,2025-12-19
6007,319,31,8,2026-05-20
6008,922,17,3,2026-05-14
6009,331,43,9,2026-02-08
6010,375,40,2,2026-08-08
6011,490,32,10,2026-08-03
6012,201,9,4,2025-08-17
6013,528,9,3,2025-12-07
6014,231,43,2,2026-04-03
6015,762,7,7,2026-07-26
6016,290,40,2,2026-03-09
